"group","title","link","location","experience","description","requirements","benefits","work_location_detail","working_time","deadline","salary_raw","salary_normalized","currency_unit","skills"
"Giải quyết vấn đề","Business Analyst Leader","https://www.topcv.vn/viec-lam/business-analyst-leader/1184053.html?ta_source=ITJobs_LinkDetail","TP. Hồ Chí Minh","2","Phân tích và làm rõ các yêu cầu của khách hàng.
Phân tích và đưa ra mô hình, giải pháp dựa trên yêu cầu đã thu thập được.
Tham gia phân tích nghiệp vụ, đề xuất những giải pháp cho việc triển khai.
Viết tài liệu đặc tả của dự án.
Truyền đạt nội dung, hỗ trợ các thành viên dự án, quản lý dự án để làm rõ yêu cầu của khách hàng cần đáp ứng.
Sắp xếp, trao đổi trực tiếp với các bên liên quan để triển khai các giải pháp trong quá trình phát triển sản phẩm.
Xây dựng các quy trình, timeline thực hiện, tài liệu hóa các yêu cầu cho việc triển khai.
Tham gia test UAT để đảm bảo chất lượng sản phẩm đúng với yêu cầu của KH.
Tổ chức hướng dẫn, hỗ trợ cho người dùng sử dụng sản phẩm và xử lý sự cố khi vấn đề xảy ra.
Báo cáo công việc định kỳ cho quản lý trực tiếp.
Thời gian làm việc: 9am – 6pm (trưa nghỉ 1,5 tiếng), thứ 2 – thứ 6.
Địa điểm làm việc: Lầu 4, Tòa nhà Nguyên Giáp, 42/37 Hoàng Diệu, Phường 13, Quận 4, TP HCM.","Có kinh nghiệm từ 02 năm trở lên làm việc với vị trí tương đương. Giao tiếp hiệu quả với nhóm nội bộ và khách hàng bên ngoài để thu thập và trao đổi các yêu cầu nghiệp vụ/chức năng; Có khả năng phân tích yêu cầu và viết các tài liệu đặc tả yêu cầu. Có kỹ năng giao tiếp, thuyết trình, tư duy logic và lập kế hoạch tốt Nhanh nhẹn, cẩn thận, trung thực, có tinh thần trách nhiệm với công việc. Chủ động trong công việc, chịu được áp lực cao, có khả năng điều phối và kiểm soát công việc theo nhóm. Sử dụng thành thạo các công cụ phục vụ việc lên yêu cầu: vẽ flowchart, Figma... Ưu tiên ứng viên có kỹ năng quản lý công việc và có kiến thức về Technical tốt.","Tham gia BHYT, BHXH, BHTN trên 100% lương gross.
Lộ trình thăng tiến rõ ràng và minh bạch.
Thưởng dự án cao.
Đánh giá hiệu quả, xét tăng lương và nâng cấp bậc định kỳ 2 lần/năm (tháng 1 và tháng 7).
Thưởng năm từ 2 - 4 tháng lương.
Du lịch, company trip,...
Làm việc cùng Tech Team trẻ trung, nhiệt huyết, năng động và các Manager có nhiều kinh nghiệm.
Môi trường làm việc trẻ, năng động, sáng tạo, sẵn sàng hỗ trợ nhau.
Tham gia trực tiếp vào phát triển sản phẩm chiến lược của công ty.","- Hồ Chí Minh: 42/37 Hoàng Diệu, Quận 4","Không rõ","2025-10-19","Thoả thuận","","VND",""
"Giải quyết vấn đề","Game Designer","https://www.topcv.vn/viec-lam/middle-senior-game-designer/1834073.html?ta_source=ITJobs_LinkDetail","Không rõ","3","Phụ trách đảm bảo sự đồng bộ thiết kế của dự án game (casual, hybrid casual, puzzle...)
Nghiên cứu thị trường và xu hướng chơi game của người chơi, đề xuất và pitching các ý tưởng game mới.
Thiết kế kịch bản game mobile đầy đủ chi tiết về tính năng, hệ thống, căn bằng, nội dung, level, giao diện, âm thanh.
Tối ưu retention và monetization (ads và iAP), đảm bảo sản phẩm phát triển đúng hướng.
Phối hợp cùng các thành viên khác của dự án để thực hiện hóa các ý tưởng trở thành sản phẩm thực tế","Thu nhập: 20.000.000 đến 30.000.000+ ; (thỏa thuận theo cấp bật và năng lực) Tối thiểu 3 năm kinh nghiệm ở vị trí Game Designer và từng tham gia ít nhất 1 dự án Casual/Puzzle đã phát hành. Có khả năng lên kế hoạch, tổ chức nhóm để triển khai các ý tưởng thành sản phẩm Có kiến thức và kinh nghiệm thiết kế game thể loại casual và hyper casual. Hiểu biết vững chắc về các nguyên tắc thiết kế game (động lực của người chơi, monetize, IAP, cân bằng,...) Có khả năng phân tích trò chơi, khả năng tìm được điểm mạnh và điểm yếu trong thiết kế và trải nghiệm của người dùng Đam mê tuyệt đối và mong muốn phát triển chuyên sâu với công việc thiết kế trò chơi. Đã có game retention trên 40% D1 và đã từng có game trên 500k lượt tải là 1 ưu thế Khả năng trình bày tốt, chịu được thử thách và áp lực công việc","Văn hoá làm việc tự chủ, linh hoạt trong việc nghỉ phép và giờ giấc. Trách nhiệm và sự hiệu quả trong công việc là điều chúng tôi quan tâm hơn.
Thưởng bonus theo sản phẩm.
Không gian pantry thoải mái gồm: cafe, nước giải khát, bánh kẹo, thức ăn nhẹ.
Tham gia BHXH sau 2 tháng thử việc
12 ngày nghỉ phép/năm. Review lương tối thiểu 2 lần/năm.
Môi trường năng động và chuyên nghiệp thuận lợi cho mục tiêu phát triển sự nghiệp bền vững cũng như nâng cao năng lực chuyên môn.
Mức thưởng không giới hạn, không tỉ lệ thuận với kiến thức hay kinh nghiệm, nó sẽ phụ thuộc phong độ và sự đóng góp của bạn trong việc tạo ra giá trị cho công ty.","- Đà Nẵng: 35A-B-C Núi Thành, Phường Hoà Cường, Hải Châu, Hải Châu","Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)","2025-10-19","20 - 30 triệu","25000000","VND",""
"Giải quyết vấn đề","Developer","https://www.topcv.vn/viec-lam/rpa-developer/1843194.html?ta_source=ITJobs_LinkDetail","TP. Hồ Chí Minh","1","Phát triển và triển khai các giải pháp tự động hóa quy trình bằng robot (RPA).
Phân tích các quy trình kinh doanh hiện tại và xác định các phần để tự động hóa.
Triển khai và duy trì các robot RPA.
Hỗ trợ người dùng sử dụng các robot RPA và giải quyết các vấn đề phát sinh.
Theo dõi hiệu suất của các robot RPA và thực hiện các cải tiến cần thiết.
Làm việc với các nhóm khác trong doanh nghiệp để đảm bảo rằng các robot RPA được sử dụng hiệu quả và phù hợp với nhu cầu kinh doanh.","1 năm kinh nghiệm Có kiến Kinh nghiệm thực tế về Power automate Có khả năng phân tích và thiết kế các quy trình kinh doanh. Có khả năng làm việc độc lập và theo nhóm. Có khả năng giao tiếp và giải quyết vấn đề hiệu quả. Có khả giao tiếp Tiếng Anh","Bảo hiểm xã hội, Bảo hiểm y tế
Nhân viên được hưởng lương tháng 13 và thưởng các dịp lễ, Tết - theo chính sách công ty từng năm
Tăng lương định kỳ: Review lương dựa trên năng lực và kết quả công việc hàng năm
Đánh giá minh bạch, công bằng
Trang bị hiện đại: Laptop làm việc tiên tiến, hỗ trợ công cụ đầy đủ","- Hồ Chí Minh: Quận 1","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Từ thứ 2 đến thứ 6 (8h/ngày)","2025-10-19","20 - 30 triệu","25000000","VND","Tiếng Anh"
"Giải quyết vấn đề","Tuyển Process Quality Assurance Executive làm việc tại GMO-Z.com RUNSYSTEM","https://www.topcv.vn/brand/gmo/tuyen-dung/process-quality-assurance-executive-j1816368.html?ta_source=ITJobs_LinkDetail","Không rõ","0","","","","","Không rõ","2025-10-19","","","VND",""
"Giải quyết vấn đề","Nhân Viên IT","https://www.topcv.vn/viec-lam/nhan-vien-it/1881213.html?ta_source=ITJobs_LinkDetail","Hưng Yên","2","1. Quản trị hệ thống CNTT
Quản lý và giám sát hệ thống Server, Internet, Wifi, FireWall, … đảm bảo hoạt động ổn định.
Kiểm tra, bảo trì, sao lưu dữ liệu định kỳ, xử lý sự cố phát sinh.
Đề xuất nâng cấp, mở rộng hạ tầng CNTT.
Quản lý các hệ thống: đặt phòng họp trực tuyến, website tuyển dụng, ….
Quản trị hệ thống Email, cấp phát, xóa tài khoản khi có yêu cầu.
2. Hỗ trợ & xử lý sự cố
Hỗ trợ CBNV về mạng, máy tính, phần mềm, điện thoại, VPN (khoảng 150 user)
Xử lý các sự cố hệ thống CNTT, đảm bảo khắc phục kịp thời.
Nghiên cứu, đề xuất giải pháp nâng cấp, thay đổi hệ thống CNTT.
3. Nghiên cứu & tối ưu cách sử dụng AI cho doanh nghiệp:
4. Quản lý mua sắm và hợp đồng dịch vụ CNTT
Mua sắm thiết bị CNTT, phần mềm, linh kiện.
Quản lý, theo dõi hợp đồng thuê máy chủ, phần mềm, bảo hành thiết bị.
Phối hợp nhà cung cấp để bảo trì, sửa chữa thiết bị.
5. Báo cáo & quản lý dữ liệu
Báo cáo số lượng sản phẩm, tình trạng hoạt động của hệ thống, phần mềm.
Theo dõi, tổng hợp dữ liệu công ty theo tháng/quý/năm.","Tốt nghiệp Cao đẳng trở lên chuyên ngành CNTT, điện tử, viễn thông hoặc các ngành liên quan Kinh nghiệm 2 năm trở lên ở vị trí tương đương Có kinh nghiệm về quản trị mạng, quản trị hệ thống server; phần cứng máy tính; Có kinh nghiệm trong việc ứng dụng AI vào công việc, giúp tối ưu hóa quy trình và nâng cao hiệu quả công việc. Kinh nghiệm triển khai các mô hình AI tại doanh nghiệp là một lợi thế. Khả năng phân tích, tổng hợp và xử lý sự cố phần mềm và xử lý sự cố hệ thống một cách hiệu quả.","- Mức thu nhập: thỏa thuận theo năng lực
- Xét tăng lương định kỳ hàng năm.
- Thưởng quý, thưởng cuối năm theo kết quả hoạt động kinh doanh của công ty
- Được làm việc trong môi trường chuyên nghiệp, hiện đại và thân thiện.
- Được tham gia các khóa đào tạo nâng cao năng lực.
- Được tham quan, nghỉ mát theo chế độ của công ty.
- Hưởng đầy đủ chế độ theo quy định của Pháp luật về BHXH. BHYT và các chế độ đãi ngộ khác.
- Phép năm, nghỉ lễ, tết, ốm đau, TS..v.v.. theo Luật lao động.","- Hưng Yên: Đường N1, KCN Yên Mỹ 2, Xã Yên Mỹ, Yên Mỹ","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Nghỉ hai thứ 7/tháng","2025-10-19","10 - 20 triệu","15000000","VND","AI, AI"
"Giải quyết vấn đề","Thực Tập Sinh IT","https://www.topcv.vn/viec-lam/thuc-tap-sinh-it/1881906.html?ta_source=ITJobs_LinkDetail","TP. Hồ Chí Minh","0","Hỗ trợ người dùng cuối trong mạng lưới công ty theo nhiệm vụ được giao trong lĩnh vực của mình
Thực hiện đề xuất, lắp đặt, bảo hành, bảo trì các thiết bị công nghệ thông tin
Cài đặt và đảm bảo sự hoạt động ổn định, an toàn của toàn bộ các thiết bị và chương trình ứng dụng
Quản trị cơ sở hạ tầng kỹ thuật công nghệ thông tin: các máy chủ, thiết bị lưu trữ tập trung, máy trạm, thiết bị ngoại vi, thiết bị phụ trợ khác cùng với các phần mềm hệ thống
Quản trị các dịch vụ nền tảng cho toàn bộ hệ thống công nghệ thông tin (xác thực, kiểm soát truy cập, cấp phát tài nguyên, quản lý thông tin người dùng, thư điện tử, …)
Thực hiện, phối hợp công việc với thành viên trong team theo sự phân công của quản lý cấp trên.","Làm việc Fulltime hoặc 4 ngày làm việc Cầu thị, chủ động trong công việc, cởi mở trong tương tác Có Khả năng hệ thống thông tin và xử lý vấn đề tốt Hiểu biết về hệ thống mạng LAN, WAN Có khả năng làm việc với các thiết bị mạng (switch, router, access point..) Có khả năng cài đặt và quản lý các ứng dụng; Microsoft Office 365, Servers và các hệ điều hành. Có kiến thức An Toàn Thông Tin cơ bản","Trợ cấp: 1.000.000 - 2.000.000/tháng (tùy năng lực) + thưởng hiệu quả
Có cơ hội học hỏi từ chuyên gia về Digital Marketing, System, DevOps,...
Học hỏi, thực hành triển khai hạ tầng hệ thống mạng cho doanh nghiệp từ ban đầu.
Làm việc trong môi trường chuyên nghiệp, năng động, đồng nghiệp trẻ trung và giàu nhiệt huyết, tại một trong những Tập đoàn hàng đầu về Digital Marketing tại Đông Nam Á, Top 10 doanh nghiệp công nghệ 4.0 của Việt Nam, Top 32 trong 500 doanh nghiệp tăng trưởng nhanh nhất Việt Nam năm 2018
Được tham gia các chương trình training về kỹ năng công nghệ, kỹ năng mềm, phương pháp làm việc và các công nghệ mới
Được làm việc trong một môi trường trẻ trung năng động, sáng tạo
Có cơ hội trở thành nhân viên chính thức sau quá trình thực tập nếu năng lực phù hợp","- Hồ Chí Minh: 215 Nguyễn Văn Thủ, Phường Tân Định, Quận 1
- Hồ Chí Minh: 90 Tân Hương, phường Tân Quý, Tân Phú","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 2 đến thứ 6 và 1 buổi sáng thứ 7 đầu tiên của tháng
Buổi sáng checkin linh hoạt từ 7h30-9h","2025-10-19","1 - 2 triệu","1500000","VND",""
"Giải quyết vấn đề","System Administrator","https://www.topcv.vn/viec-lam/system-administrator/1881623.html?ta_source=ITJobs_LinkDetail","TP. Hồ Chí Minh","1","Scope of work:
• 24x7 operational production support.
• Performs backup/recovery using Veeam solution.
• Keep monitoring & troubleshooting system including server/ hardware/ Storage/ VMware/
database 24/7 follow standard operating procedure within the agreed-upon SLAs.
• Perform maintenance hardware (HPE, DELL), software (OS, ESXi, vCenter...) follow standard
operating procedures.
• Daily follow up the request via email/phone/ITSM tool.
• Work closely with other team & partners to quick delivery services or resolve issues for
customer.
• Perform 24x7 incident and change management tasks.","Skills and Experience: • +1 years of experience in VMware products. • Experience with Administration Linux. • Experience working with VMWare: VCenter, ESXI, VMotion, HA, DRS etc... • VMware Cloud Director, vRealize Log Insight, NSX-T, vRealize Operations Manager... (will be trained after joining). • Understanding of storage (SAN\NAS) connectivity from VSphere, mounting LUNs (iSCSI). • Logical thinking, discipline, careful, honest. • Ability to research, learn to work effectively. • Intermediate/ advanced speaking, reading, and writing skills in English.","Benefits:
Attractive Compensation: Competitive base salary based on your capability, 13th-month bonus, and performance bonus. Annual salary review
Private health insurance package provided.
Work-Life Balance: Company trips, team-building events, and internal engagement activities.
Supportive Culture: Open, collaborative, and friendly working environment with positive and skilled teammates.
Working hours: 9:00 – 17:30, Monday – Friday
Working location: Ho Chi Minh Office","- Hồ Chí Minh: 87A Hàm Nghi, Quận 1","Thứ 2 - Thứ 6 (từ 09:00 đến 17:30)","2025-10-19","Thoả thuận","","VND","•, •, •"
"Giải quyết vấn đề","Business Analyst","https://www.topcv.vn/viec-lam/leader-business-analyst/1880923.html?ta_source=ITJobs_LinkDetail","Không rõ","3","1. Định hướng & Chiến lược sản phẩm (Business Discovery)
Phân tích thị trường, đối thủ, xu hướng công nghệ (Mobile, AI, AdTech).
Thu thập insight từ user, marketing, vận hành để xác định pain points & cơ hội.
Xây dựng BRD (Business Requirement Document): làm rõ “What & Why” của sản phẩm.
2. Phân tích & Định nghĩa yêu cầu (Requirement Analysis)
Chuyển đổi ý tưởng kinh doanh thành yêu cầu chi tiết.
Viết & quản lý FRD (Functional Requirement Document): mô tả “How (ở mức chức năng)”.
Đảm bảo scope rõ ràng, tránh mâu thuẫn/overlap giữa business & technical.
3. Thiết kế giải pháp (Solution Design)
Làm việc cùng UI/UX để xây dựng wireframe, user flow, prototype.
Phối hợp với Tech Lead/Architect để đánh giá tính khả thi (technical feasibility).
Đưa ra đề xuất tính năng ưu tiên theo business value.
4. Kết nối & Truyền đạt yêu cầu
Làm cầu nối giữa Business, PO, Dev và QA.
Giải thích logic nghiệp vụ, rule, constraint để team hiểu đúng
Hỗ trợ PO trong việc grooming backlog.
5. Quản lý & Lãnh đạo
Dẫn dắt team BA, thiết lập tiêu chuẩn về tài liệu, quy trình BA.
Đào tạo, mentor member về kỹ năng research, phân tích & viết tài liệu.
Báo cáo trực tiếp cho CPO, đồng hành trong việc định hướng product roadmap.","Kinh nghiệm: 3+ năm BA, trong đó 1+ năm ở vị trí Senior/Lead trong lĩnh vực mobile app. Kiến thức: Am hiểu quy trình phát triển mobile app (iOS/Android), store guideline, ads compliance. Có kinh nghiệm làm BRD, FRD, Use Case, User Story. Hiểu Agile/Scrum, SDLC, workflow CI/CD là lợi thế. Phân tích nghiệp vụ & dữ liệu (SQL/Excel/BI tools là plus). Kỹ năng giao tiếp, giải thích yêu cầu, viết tài liệu rõ ràng. Làm việc đa nhiệm với nhiều stakeholder (Marketing, Tech, Product, BizDev). Tư duy: Business acumen, tư duy sản phẩm, hướng giải pháp.","Môi trường làm việc trẻ trung, năng động, nhiều cơ hội thăng tiến.
Flexible check-in time 7h30-9h00
Upto 14 tháng lương (lương tháng 13 mặc định)
Thưởng hiệu suất theo quý , thưởng dự án, thưởng lễ, tết,...
Review lương 2 lần/năm
Cấp thiết bị làm việc (tại công ty hoặc tại nhà tuỳ yêu cầu của nhân sự).
Tham gia các sự kiện lớn trong và ngoài nước do các đối tác: Google, Facebook, Tiktok… tổ chức
Company trip, Teambuilding, teambonding 3 tháng/lần, Happy Hour hàng tháng - 100% ngân sách công ty chi trả (Không bắt buộc tham gia).
Khám sức khỏe thường niên
Thiết bị giải trí đa dạng tại văn phòng: Bida, Bóng bàn, PS5, Gameboard…
Quà tặng các dịp lễ, tết, hoặc các dịp kỷ niệm năm làm việc, sinh nhật…","- Đà Nẵng: Tầng 4 & 5 - Tòa nhà Hanvico, 217 Lê Duẩn, Thanh Khê","Thứ 2 - Thứ 6 (từ 08:15 đến 17:45)","2025-10-20","Thoả thuận","","VND","Agile, Scrum, CI/CD, SQL"
"Giải quyết vấn đề","Tuyển Nhân Viên Nghiệp Vụ Hệ Thống làm việc tại Công ty TNHH MTV Logistics Viettel","https://www.topcv.vn/viec-lam/nhan-vien-nghiep-vu-he-thong/1880538.html?ta_source=ITJobs_LinkDetail","Hà Nội","1","- Khảo sát thực tế quy trình, phân tích yêu cầu nghiệp vụ.
- Viết tài liệu nghiệp vụ, tài liệu yêu cầu người dùng (BRD, URD).
- Phối hợp với bộ phận IT triển khai, kiểm thử và nghiệm thu phần mềm mới.
- Đề xuất tối ưu dây chuyền, thiết bị, quy trình vận hành.","- Tốt nghiệp Cao đẳng, Đại học chuyên ngành Logistics, ưu chính, khối ngành Kinh tế hoặc các ngành liên quan. - Có ít nhất 1 năm kinh nghiệm trong việc xây dựng, quản lý quy trình, hiệu suất vận hành và cải tiến liên tục. - Làm việc cẩn thận, tỉ mỉ, khoa học. - Nhiệt tình, nhạy bén, có tinh thần trách nhiệm cao. - Kỹ năng giao tiếp, thuyết phục; Kỹ năng giải quyết vấn đề.","Tại Công ty TNHH MTV Logistics Viettel, các ứng viên sẽ được làm việc trong môi trường năng động, trẻ trung và chuyên nghiệp, với các đãi ngộ hấp dẫn sau:
1. Chế độ về lương thưởng, thu nhập
- Mức lương: 10 – 14 trđ/tháng.
- Cơ hội thăng tiến cao.
- Có chế độ hỗ trợ tiền ăn ca và điện thoại, nghỉ mát hàng năm; các khoản thưởng vào các dịp lễ lớn theo quy định của Công ty (30/4&1/5, 1/6, 1/7, 2/9, 22/12& tết Dương lịch, Tết Nguyễn đán,…)
2. Chương trình đào tạo, chăm sóc sức khỏe.
- Có khóa đào tạo dành cho NV mới và các khóa đào tạo chuyên môn nghiệp vụ trên PM Viettel.
- Được đóng đầy đủ về các chế độ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và các gói bảo hiểm sức khỏe khác.
3. Hoạt động tập thể hấp dẫn, phong phú
- Tham gia chương trình sinh nhật tháng tại Đơn vị.
- Chương trình teambuilding, văn hóa, du lịch nghỉ mát hấp dẫn và đa dạng.","- Hà Nội: Lô A2, Đường CN4, Minh Khai, Bắc Từ Liêm, Bắc Từ Liêm","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 (từ 08:00 đến 12:00)","2025-10-18","10 - 14 triệu","12000000","VND",""
"Giải quyết vấn đề","Tuyển Lập Trình làm việc tại Cty Cổ phần Blueco toàn cầu","https://www.topcv.vn/viec-lam/lap-trinh/1879746.html?ta_source=ITJobs_LinkDetail","Hà Nội","3","Phát triển, tối ưu và bảo trì ứng dụng web sử dụng Java (Spring Boot) ở backend và React/Angular/Vue ở frontend.
Tham gia vào phân tích yêu cầu, thiết kế kiến trúc hệ thống, đề xuất giải pháp kỹ thuật tối ưu.
Viết code sạch, dễ bảo trì, tuân thủ chuẩn coding và security.
Tích hợp API, cơ sở dữ liệu (MySQL, PostgreSQL, MongoDB…) và các dịch vụ bên thứ ba khi cần.
Thực hiện kiểm thử đơn vị (unit test), hỗ trợ kiểm thử tích hợp và xử lý bug.
Cộng tác chặt chẽ với team BA, QA, DevOps để đảm bảo chất lượng và tiến độ dự án.
Đóng góp ý kiến để cải thiện quy trình phát triển, CI/CD và hiệu năng sản phẩm.","Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin, Điện tử viễn thông, hoặc các chuyên ngành có liên quan. Từ 3 năm kinh nghiệm làm Fullstack Developer hoặc Java Developer có kinh nghiệm frontend. Thành thạo Java 8+, Spring Boot, RESTful API. Kinh nghiệm làm việc với 1 trong các frontend framework: ReactJS, Angular, hoặc VueJS. Kiến thức tốt về cơ sở dữ liệu quan hệ (MySQL/PostgreSQL) và viết truy vấn SQL. Hiểu biết về HTML5, CSS3, JavaScript/TypeScript. Nắm vững OOP, design patterns, kiến thức cơ bản về microservices. Có kinh nghiệm với Git, CI/CD pipeline. Khả năng đọc hiểu tài liệu tiếng Anh, giao tiếp tốt với team. Kinh nghiệm triển khai ứng dụng trên cloud (AWS, Azure, GCP). Kiến thức về Docker, Kubernetes. Biết thêm về NoSQL (MongoDB, Redis), message queue (Kafka, RabbitMQ).","Lương chính: 20 - 30M
13 tháng lương/năm; thưởng hàng tháng, quý,…
Chế độ bảo hiểm đầy đủ theo luật, khám sức khỏe định kỳ.
Môi trường làm việc chuyên nghiệp, cởi mở, linh hoạt.
Cơ hội được tham gia các dự án lớn, nâng cao kỹ năng backend – frontend – DevOps.
Teambuilding, du lịch, hoạt động nội bộ hằng năm.","- Hà Nội: Duy Tân, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)","2025-10-18","20 - 30 triệu","25000000","VND","Java, Java, Spring Boot, RESTful, Angular, MySQL, PostgreSQL, JavaScript, TypeScript, Git, CI/CD, tiếng Anh, AWS, Azure, GCP, Docker, Kubernetes, MongoDB, Redis, Kafka, RabbitMQ"
"Giải quyết vấn đề","Chuyên Viên IT","https://www.topcv.vn/viec-lam/chuyen-vien-it/1879058.html?ta_source=ITJobs_LinkDetail","Không rõ","2","Quản trị hệ thống Windows Server: Infrastructure Server (ADDS, File Server, DNS, DHCP, NPS, Backup,...), Production Server;
Quản lý và vận hành hệ thống mạng nội bộ: Firewall Soniwall, Switch Cisco (Layer 3, Layer 2), cấu hình: Routing, ACL, Loadbalance (Peplink router, firewall sonicwall), Cisco, SD-WAN, POE, IPSEC VPN, IoT, Voice, Radius….
Quản trị và hỗ trợ người dùng trên nền tảng Microsoft 365: Exchange Online, SharePoint, Teams,....
Hỗ trợ và duy trì các hoạt động liên quan đến chứng nhận ISO/IEC 27001 (quản lý an ninh thông tin).
Quản lý, bảo trì các hệ thống hỗ trợ khác: tổng đài điện thoại IP, camera an ninh, Wifi controller, Mesh Wifi, NAS, Antivirus endpoint security.
Phối hợp với các phòng ban để đảm bảo hệ thống hoạt động ổn định và an toàn.
Hỗ trợ người dùng.","Đại học trở lên chuyên ngành CNTT, Khoa học máy tính, hoặc các ngành liên quan. Có từ 02 năm kinh nghiệm trở lên ở vị trí tương đương. Hiểu biết vững về Windows Server và các dịch vụ: AD, File Server, Cisco, SonicWall, SD-WAN, Camera IP, IP-Phone, Wifi Controller. Có kiến thức và kinh nghiệm thực tế trong việc áp dụng và duy trì hệ thống quản lý an ninh thông tin theo tiêu chuẩn ISO27001. Có kinh nghiệm làm việc và triển khai giải pháp Microsoft 365 cho doanh nghiệp. Có kinh nghiệm quản trị cơ bản hệ quản trị cơ sở dữ liệu SQL Server, Oracle. Ưu tiên ứng viên có chứng chỉ liên quan đến hệ thống (Microsoft, CCNA, ISO/IEC 27001, ...).","Phúc lợi:
- Lương up to 16 triệu/tháng
- PC cơm, Lương tháng 13
- Chương trình tập luyện thể thao cho nhân viên
Thông tin chung:
- Thời gian làm việc: giờ hành chính từ thứ Hai đến sáng thứ Bảy
- Nơi làm việc: Nhà máy AP Beverage_KCN Giang Điền, p. Tam Phước (Biên Hòa), Đồng Nai","- Đồng Nai: KCN Giang Điền, Trảng Bom","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 7 (từ 08:00 đến 12:00)","2025-10-18","14 - 16 triệu","15000000","VND","SQL"
"Giải quyết vấn đề","Technical Leader","https://www.topcv.vn/viec-lam/technical-leader/1872838.html?ta_source=ITJobs_LinkDetail","Hà Nội","5","We are a company that provides a monthly fashion rental service called ""airCloset.""
Launched in February 2015, our service has grown to over one million members as of July 2023.
In addition to ""airCloset"", we also operate ""airCloset Mall"", a manufacturer-approved monthly rental
mall where customers can try products at home.
We have also introduced ""airCloset Dress,"" a rental service for occasions like weddings and parties.
While considering future expansion into Asia, we aim to accelerate further growth.
In this job posting, we are recruiting a full-stack engineer who will contribute to our business
expansion!
Specific job duties:
-Assigned to various projects of different sizes, responsible for designing, developing, testing,
and releasing all the necessary features to achieve project objectives;
-Reviewing deliverables developed by other engineers;
-Proposing improvements and iterating through the cycle from proposal to release in a short
period to enhance the service.
Development Environment
-We develop using Node.js for the server-side, React, React Native, Flutter for the frontend, with one
engineer handling development across all areas. Mutual review among engineers is essential, allowing
for both breadth and depth of experience in implementable areas.
-Source Code Management: Github
-Project Management: Backlog
-CI: CircleCi
-Infrastructure: AWS・GCP","Required Skills/Experience: - Over 7 years of full-stack experience (backend, frontend, DevOps); - Over 5 years of experience as a tech lead, leading teams of 5 or more people. - Implementation of automation processes such as CI; - Environment setup and operation using public cloud like AWS; - Read and write good English; Welcome Skills/Experience: - Experience in application development using Node.js, regardless of business or personal projects. We also welcome candidates who are looking to gain experience in Node.js development; - Preference for candidates with prior experience working at product companies.","Salary: Negotation,
- 13th-month salary bonus, with salary reviews twice a year;
- 14 days of paid leave annually, including 12 statutory days, 1 day for your birthday, and 1 day
for the company's anniversary;
- Full social benefits (Social, Health, and Unemployment Insurance) and other statutory benefits;
- 2.5 hours of paid menstrual leave per month for female employees;
- Macbook is provided;
- Annual company trip;
- Regular team-building events such as “Camping” and ""Happy Lunch"",...
- Opportunity to work in a young, friendly environment with a focus on long-term growth.","- Hà Nội: Tầng 10, tòa nhà 3D Center -số 3 Duy Tân, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)","2025-10-31","Thoả thuận","","VND","AWS, Node.js, Node.js"
"Giải quyết vấn đề","Tuyển IT Service Desk (Ha Noi) làm việc tại SHINHAN FINANCE","https://www.topcv.vn/brand/shinhanfinance1/tuyen-dung/it-service-desk-ha-noi-j1879048.html?ta_source=ITJobs_LinkDetail","Không rõ","0","","","","","Không rõ","2025-10-17","","","VND",""
